word,type,phon_br,phon_n_am,definition,example,vietnamese,synonyms,antonyms
latent,adjective,/ˈleɪtənt/,/ˈleɪtənt/,"hidden, but capable of being exposed",Sigmund's dream represented his latent paranoid obsession with other people's shoes.,"Tiềm ẩn, Ngầm, Ẩn chứa","dormant, quiescent, inherent","manifest, overt, apparent"
laudatory,adjective,/ˈlɔːdətəri/,/ˈlɔːdətɔːri/,expressing admiration or praise,Such laudatory comments are unusual from someone who is usually so reserved in his opinions.,"ca ngợi, tán dương, khen ngợi","commendatory, eulogistic, panegyrical","critical, disparaging, pejorative"
lavish,"adjective, verb",/ˈlævɪʃ/,/ˈlævɪʃ/,1. given without limits 2. to give without limits,"Because they had worked very hard, the performers appreciated the critic's lavish praise.","Hào phóng, Rộng rãi, Phóng khoáng","opulent, extravagant, profuse","austere, frugal, sparse"
legerdemain,noun,/ˌlɛdʒədɪˈmeɪn/,/ˌlɛdʒərdəˈmeɪn/,"deception, slight-of-hand",Smuggling the French plants through customs by claiming that they were fake was a remarkable bit of legerdemain.,"Mánh khóe, thủ đoạn, mưu mẹo","prestidigitation, artifice, chicanery","candor, transparency, straightforwardness"
lenient,adjective,/ˈliːniənt/,/ˈliːniənt/,demonstrating tolerance or gentleness,"Because Professor Oglethorpe allowed his students to choose their final grades, the other teachers believed that he was excessively lenient.","Khoan dung, Dễ dãi, Khoan hồng","clement, forgiving, permissive","rigorous, severe, stringent"
lethargic,adjective,/lɪˈθɑːdʒɪk/,/lɪˈθɑːrdʒɪk/,in a state of sluggishness or apathy,"When Jean Claude explained to his boss that he was lethargic and didn't feel like working that day, the boss fired him.","Uể oải, mệt mỏi, lờ đờ","languid, sluggish, torpid","vivacious, animated, energetic"
liability,noun,/ˌlaɪəˈbɪlɪti/,/ˌlaɪəˈbɪlɪt̬i/,"1. something for which one is legally responsible, usually involving a disadvantage or risk 2. a handicap, burden",The bungee-jumping tower was a great liability for the owners of the carnival.,"Gánh nặng, trách nhiệm pháp lý, rủi ro","encumbrance, burden, detriment","asset, advantage, boon"
libertarian,adjective,/ˌlɪbəˈtɛəriən/,/ˌlɪbərˈtɛəriən/,advocating principles of liberty and free will,The dissatisfied subjects overthrew the monarch and replaced him with a libertarian ruler who respected their democratic principles.,"Tự do chủ nghĩa, Tự do, Chủ trương tự do","individualistic, nonconformist, freethinking","authoritarian, statist, despotic"
licentious,adjective,/laɪˈsɛnʃəs/,/laɪˈsɛnʃəs/,displaying a lack of moral or legal restraints,Marilee has always been fascinated by the licentious private lives of politicians.,"Truy lạc, đồi bại, phóng đãng","dissolute, debauched, depraved","chaste, abstemious, virtuous"
limpid,adjective,/ˈlɪmpɪd/,/ˈlɪmpɪd/,"clear, transparent",Mr. Johnson's limpid writing style greatly pleased readers who disliked complicated novels.,"trong sáng, rõ ràng","pellucid, crystalline, translucent","opaque, murky, obscure"
linchpin,noun,/ˈlɪntʃpɪn/,/ˈlɪntʃpɪn/,something that holds separate parts together,"The linchpin in the prosecution's case was the hair from the defendant's head, which was found at the scene of the crime.","Điểm mấu chốt, yếu tố then chốt, hạt nhân","cornerstone, keystone, fulcrum","accessory, appendage, irrelevance"
lithe,adjective,/laɪð/,/laɪð/,"graceful, flexible, supple","Although the dancers were all outstanding, Jae Sun's control of her lithe body was particularly impressive.","Dẻo dai, uyển chuyển, mềm mại","agile, graceful, lissome","stiff, rigid, lumbering"
litigant,noun,/ˈlɪtɪɡənt/,/ˈlɪtɪɡənt/,someone engaged in a lawsuit,"When the litigants began screaming at each other, Judge Koch ordered them to be silent.","Đương sự, Bên vụ kiện, Bên trong vụ án","plaintiff, defendant, appellant","mediator, arbitrator, non-participant"
lucid,adjective,/ˈluːsɪd/,/ˈluːsɪd/,"clear, easily understandable","Because Guenevere's essay was so lucid, I only had to read it once to understand her reasoning.","Rõ ràng, mạch lạc, dễ hiểu","coherent, perspicuous, articulate","abstruse, opaque, convoluted"
luminous,adjective,/ˈluːmɪnəs/,/ˈluːmɪnəs/,brightly shining,The light of the luminous moon graced the shoulders of the beautiful maiden.,"Sáng rực, Rực rỡ, Sáng ngời","radiant, incandescent, effulgent","dark, dim, obscure"
lurid,adjective,/ˈljʊərɪd/,/ˈlʊrɪd/,"ghastly, sensational","Gideon's story, in which he described a character torturing his sister's dolls, was judged too lurid to be printed in the school's literary magazine.","rùng rợn, giật gân, kinh dị","sensational, ghastly, garish","subdued, tasteful, pleasant"
maelstrom,noun,/ˈmeɪlstrɒm/,/ˈmeɪlstrɑːm/,a destructive whirlpool which rapidly sucks in objects,Little did the explorers know that as they turned the next bend of the calm river a vicious maelstrom would catch their boat.,"Vực xoáy, Xoáy nước dữ, Hố xoáy","whirlpool, vortex, turmoil","calm, tranquility, serenity"
magnanimous,adjective,/mæɡˈnænɪməs/,/mæɡˈnænəməs/,"noble, generous","Although I had already broken most of her dishes, Jacqueline was magnanimous enough to continue letting me use them.","Rộng lượng, Khoan dung, Hào hiệp","generous, benevolent, philanthropic","petty, vindictive, selfish"
malediction,noun,/ˌmælɪˈdɪkʃən/,/ˌmæləˈdɪkʃən/,a curse,"When I was arrested for speeding, I screamed maledictions against the policeman and the entire police department.","lời nguyền, lời rủa, sự nguyền rủa","curse, anathema, imprecation","blessing, benediction, eulogy"
malevolent,adjective,/məˈlevələnt/,/məˈlɛvələnt/,wanting harm to befall others,"The malevolent old man sat in the park all day, tripping unsuspecting passersby with his cane.","độc ác, hiểm độc, ác tâm","malicious, malignant, nefarious","benevolent, benign, philanthropic"
malleable,adjective,/ˈmæliəbl̩/,/ˈmæliəbəl/,capable of being shaped or transformed,Maximillian's political opinions were so malleable that anyone he talked to was able to change his mind instantly.,"Dễ thay đổi, dễ bị ảnh hưởng, không kiên định","pliable, ductile, adaptable","rigid, inflexible, obdurate"
mandate,noun,/ˈmændeɪt/,/ˈmændeɪt/,an authoritative command,"In the Old Testament, God mandates that no one should steal.","Điều răn, Mệnh lệnh, Chỉ dụ","decree, injunction, directive","suggestion, plea, recommendation"
manifest,"adjective, verb",/ˈmænɪfest/,/ˈmænɪfɛst/,"1. easily understandable, obvious 2. to show plainly","When I wrote the wrong sum on the chalkboard, my mistake was so manifest that the entire class burst into laughter.","lộ rõ, biểu hiện, rõ ràng","evident, palpable, discernible","latent, hidden, obscure"
manifold,adjective,/ˈmænɪfəʊld/,/ˈmænɪfoʊld/,"diverse, varied",The popularity of Dante's Inferno is partly due to the fact that the work allows for manifold interpretations.,"Đa dạng, phong phú, đa chiều","numerous, multifarious, diverse","singular, uniform, homogenous"
maudlin,adjective,/ˈmɔːdlɪn/,/ˈmɔːdlɪn/,weakly sentimental,"Although many people enjoy romantic comedies, I usually find them maudlin and shallow.","Ủy mị, Sướt mướt, Đa sầu đa cảm","lachrymose, mawkish, saccharine","stoic, dispassionate, pragmatic"
maverick,noun,/ˈmævərɪk/,/ˈmævərɪk/,"an independent, nonconformist person",Andreas is a real maverick and always does things his own way.,"Người phá cách, Người đi ngược dòng, Kẻ lập dị","iconoclast, dissenter, renegade","conformist, sycophant, traditionalist"
mawkish,adjective,/ˈmɔːkɪʃ/,/ˈmɔːkɪʃ/,characterized by sick sentimentality,"Although some nineteenth- century critics viewed Dickens's writing as mawkish, contemporary readers have found great emotional depth in his works.","ủy mị, sướt mướt, sến","saccharine, cloying, lachrymose","austere, dispassionate, stoic"
maxim,noun,/ˈmæksɪm/,/ˈmæksɪm/,a common saying expressing a principle of conduct,Miss Manners's etiquette maxims are both entertaining and instructional.,"Châm ngôn, Cách ngôn, Phương châm","aphorism, dictum, axiom","fallacy, solecism, absurdity"
meager,adjective,/ˈmiːɡə/,/ˈmiːɡər/,deficient in size or quality,My meager portion of food did nothing to satisfy my appetite.,"ít ỏi, còm cõi, thiếu thốn","exiguous, paltry, deficient","copious, profuse, ample"
medley,noun,/ˈmɛdli/,/ˈmɛdli/,a mixture of differing things,"Susannah's wardrobe contained an astonishing medley of colors, from olive green to fluorescent pink.","Hỗn hợp, pha trộn, tạp nham","potpourri, mélange, pastiche","homogeneity, uniformity, singularity"
mendacious,adjective,/mɛnˈdeɪʃəs/,/mɛnˈdeɪʃəs/,"having a lying, false character",The mendacious content of the tabloid magazines is at least entertaining.,"Dối trá, gian dối, bịa đặt","duplicitous, perfidious, prevaricating","veracious, candid, forthright"
mercurial,adjective,/mɜːˈkjʊəriəl/,/mərˈkjʊriəl/,characterized by rapid change or temperamentality,"Though he was widely respected for his mathematical proofs, the mercurial genius was impossible to live with.","thất thường, dễ thay đổi, đỏng đảnh","capricious, volatile, erratic","stalwart, steadfast, constant"
meritorious,adjective,/ˌmɛrɪˈtɔːriəs/,/ˌmɛrɪˈtɔːriəs/,worthy of esteem or reward,Manfred was given the congressional medal of honor for his meritorious actions.,"Có công, đáng khen, đáng thưởng","laudable, commendable, exemplary","reprehensible, ignominious, blameworthy"
metamorphosis,noun,/ˌmɛtəˈmɔːfəsɪs/,/ˌmɛtəˈmɔːrfəsɪs/,"the change of form, shape, substance",Winnifred went to the gym every day for a year and underwent a metamorphosis from a waiflike girl to an athletic woman.,"Sự lột xác, sự biến đổi, sự chuyển hóa","transfiguration, permutation, transmogrification","stasis, immutability, constancy"
meticulous,adjective,/mɪˈtɪkjələs/,/məˈtɪkjələs/,extremely careful with details,The ornate needlework in the bride's gown was a product of meticulous handiwork.,"Tỉ mỉ, kỹ lưỡng, công phu","fastidious, scrupulous, punctilious","negligent, haphazard, perfunctory"
mitigate,verb,/ˈmɪtɪɡeɪt/,/ˈmɪdəɡeɪt/,"to make less violent, alleviate","When I had an awful sore throat, only warm tea would mitigate the pain.","làm dịu, giảm bớt, xoa dịu","alleviate, assuage, palliate","aggravate, exacerbate, intensify"
moderate,"adjective, noun",/ˈmɒdərət/,/ˈmɑdərət/,1. not extreme 2. one who expresses moderate opinions,"Luckily, the restaurant we chose had moderate prices; none of us have any money.","vừa phải, ôn hòa, trung dung","temperate, restrained, judicious","excessive, extreme, intemperate"
modicum,noun,/ˈmɒdɪkəm/,/ˈmɑdɪkəm/,a small amount of something,"Refusing to display even a modicum of sensitivity, Henrietta announced her boss's affair in front of the entire office.","chút, mảy may, ít ỏi","iota, scintilla, vestige","abundance, plethora, superfluity"
modulate,verb,/ˈmɒdjuleɪt/,/ˈmɑdʒəleɪt/,"to pass from one state to another, especially in music",The composer wrote a piece that modulated between minor and major keys.,"Chuyển điệu, Biến điệu, Điều biến","regulate, temper, attune","stabilize, fix, maintain"
mollify,verb,/ˈmɒlɪfaɪ/,/ˈmɑːlɪfaɪ/,to soften in temper,The police officer mollified the angry woman by giving her a warning instead of a ticket.,"Làm dịu, Xoa dịu","appease, assuage, placate","inflame, exasperate, provoke"
morass,noun,/məˈræs/,/məˈræs/,"a wet swampy bog; figuratively, something that traps and confuses","When Theresa lost her job, she could not get out of her financial morass.","Vũng lầy, bế tắc, mớ bòng bong","quagmire, mire, entanglement","clarity, order, simplicity"
mores,noun,/ˈmɔːreɪz/,/ˈmɔːreɪz/,the moral attitudes and fixed customs of a group of people.,Mores change over time; many things that were tolerated in 1975 are no longer seen as being socially acceptable.,"Chuẩn mực xã hội, Phong tục tập quán, Đạo đức xã hội","customs, conventions, norms","deviations, anomalies, infractions"
morose,adjective,/məˈrəʊs/,/məˈroʊs/,gloomy or sullen,Jason's morose nature made him very unpleasant to talk to.,"U sầu, buồn rầu, cau có","gloomy, saturnine, despondent","cheerful, jovial, ebullient"
multifarious,adjective,/ˌmʌltɪˈfeəriəs/,/ˌmʌltɪˈfɛriəs/,having great diversity or variety,"This Swiss Army knife has multifarious functions and capabilities. Among other things, it can act as a knife, a saw, a toothpick, and a slingshot.","đa dạng, phong phú, nhiều loại","diverse, myriad, heterogeneous","uniform, homogeneous, singular"
mundane,adjective,/mʌnˈdeɪn/,/mʌnˈdeɪn/,"concerned with the world rather than with heaven, commonplace",He is more concerned with the mundane issues of day-to-day life than with spiritual topics.,"Trần tục, thế tục, đời thường","quotidian, pedestrian, prosaic","transcendent, extraordinary, ethereal"
munificence,noun,/mjuːˈnɪfɪsns/,/mjuːˈnɪfɪsns/,generosity in giving,The royal family's munificence made everyone else in their country rich.,"Sự hào phóng, sự rộng lượng, ân đức","largesse, magnanimity, philanthropy","parsimony, miserliness, penury"
mutable,adjective,/ˈmjuːtəbl/,/ˈmjuːtəbl/,able to change,"Because fashion is so mutable, what is trendy today will look outdated in five years.","Dễ thay đổi, hay thay đổi, thường biến","protean, capricious, volatile","immutable, steadfast, invariable"
