word,type,cefr,phon_br,phon_n_am,definition,example,vietnamese,synonyms,antonyms
epicure,noun,c2,/ˈɛpɪkjʊə/,/ˈɛpɪkjʊər/,"Person with cultivated, refined tastes, esp. in food and wine","As an epicure, he spent a fortune on gourmet meals and fine wines.","Người sành ăn, Người sành ẩm thực, Người tinh tế trong ẩm thực","gourmet, connoisseur, gastronome","ascetic, philistine, plebeian"
equanimity,noun,c2,/ˌiːkwəˈnɪmɪti/,/ˌikwəˈnɪməti/,"Composure, evenness of mind; mental or emotional stability, esp. under stress","Despite the constant pressure, the seasoned surgeon maintained her equanimity during the complex operation.","Điềm tĩnh, Bình tâm, Vững vàng","composure, serenity, imperturbability","agitation, perturbation, consternation"
equivocate,verb,c2,/ɪˈkwɪvəkeɪt/,/ɪˈkwɪvəkeɪt/,Use unclear language to deceive or avoid committing to a position,"When pressed for details, the witness began to equivocate, giving vague and evasive answers.","nói nước đôi, nói lập lờ, nói mập mờ","prevaricate, hedge, dissemble","affirm, expound, pronounce"
ersatz,adjective,c2,/ˈɜːzæts/,/ˈɜːrsɑːts/,"Artificial, synthetic; being an inferior substitute","Having run out of real sugar, she used an ersatz sweetener, which gave the cake a slightly artificial taste.","Giả, Dỏm, Nhái","spurious, factitious, simulated","authentic, veritable, unadulterated"
erstwhile,adjective,c2,/ˈɜːstwaɪl/,/ˈɜːrstwaɪl/,"Former, previous (adj); in the past, formerly (adv)",The erstwhile rivals are now close collaborators on a new project.,"Cũ, xưa kia, trước đây","quondam, preceding, bygone","subsequent, forthcoming, contemporary"
ethos,noun,c2,/ˈiːθɒs/,/ˈiːθoʊs/,"The character, personality, or moral values specific to a person, group, time period, etc.",The company's ethos of transparency and ethical conduct has earned it a stellar reputation.,"Tinh thần, Giá trị cốt lõi, Triết lý","ideology, weltanschauung, mores","nihilism, anarchy, amorality"
euphemism,noun,c2,/ˌjuːfɪˈmɪzəm/,/ˌjuːfəˈmɪzəm/,"Substitution of a mild, inoffensive, or indirect expression for one that is considered offensive or too direct","To avoid directly saying 'died,' many people use the euphemism 'passed away.'","Uyển ngữ, Nói giảm nói tránh, Lời nói tránh","circumlocution, understatement, prevarication","dysphemism, candor, bluntness"
euphony,noun,c2,/ˈjuːfəni/,/ˈjuːfəni/,"Pleasing or sweet sound, especially as formed by a harmonious use of words","The poet was praised for the euphony of his verses, which had a beautiful and pleasing sound.","êm tai, du dương, nhạc điệu","harmony, mellifluousness, sonorousness","cacophony, dissonance, discord"
exigent,adjective,c2,/ˈɛksɪdʒənt/,/ˈɛksədʒənt/,"Requiring immediate attention, action, or aid; excessively demanding",The exigent circumstances of the emergency required immediate and decisive action.,"khẩn cấp, cấp bách, bức bách","imperative, onerous, critical","superfluous, discretionary, facile"
exonerate,verb,c2,/ɪɡˈzɒnəreɪt/,/ɪɡˈzɑːnəreɪt/,Clear from blame or accusation; free from a responsibility,New evidence surfaced that helped to exonerate the wrongly accused man after years in prison.,"Minh oan, Miễn trách nhiệm, Tuyên bố vô tội","absolve, exculpate, vindicate","incriminate, implicate, censure"
expedient,adjective,c2,/ɪkˈspiːdiənt/,/ɪkˈspiːdiənt/,"Suitable, proper; effective, often at the expense of ethics or other considerations","While lying might seem expedient in the short term, it often leads to greater problems later on.","thực dụng, tiện lợi, đối phó","pragmatic, opportunistic, calculated","principled, scrupulous, idealistic"
expurgate,verb,c2,/ɪkˈspɜːɡeɪt/,/ɪkˈspɜːrɡeɪt/,Censor; remove objectionable or offensive parts,The editor decided to expurgate several passages from the book to make it suitable for a younger audience.,"Kiểm duyệt, Cắt bỏ, Loại bỏ","bowdlerize, redact, purge","promulgate, disseminate, publicize"
extemporaneous,adjective,c2,/ɪkˌstempəˈreɪniəs/,/ɪkˌstempəˈreɪniəs/,"Done without preparation (esp. of a speech), or with some preparation but no notes; improvised, done on the spur of the moment","The politician delivered an impressive extemporaneous speech, surprising everyone with his spontaneous eloquence.","Ứng biến, Ứng khẩu, Ngẫu hứng","improvised, unrehearsed, spontaneous","premeditated, rehearsed, scripted"
faction,noun,c2,/ˈfækʃn̩/,/ˈfækʃn̩/,Group or clique within a larger organization; party strife and dissension,"The ruling party was divided into several factions, each vying for control and influence.","Phe, Đảng phái, Bè phái","cabal, clique, schism","unity, concord, consensus"
fallow,adjective,c2,/ˈfæləʊ/,/ˈfæloʊ/,Left unplanted (of land); not in use,"After years of intense work, the artist decided to let her creative mind lie fallow for a few months.","Để hoang, Bỏ không, Không canh tác","dormant, idle, uncultivated","cultivated, productive, utilized"
fastidious,adjective,c2,/fəˈstɪdiəs/,/fæˈstɪdiəs/,"Excessively particular, difficult to please; painstaking, meticulous, requiring excessive attention to detail","She was a fastidious housekeeper, noticing even the smallest speck of dust on the furniture.","kỹ tính, cầu kỳ, tỉ mỉ","meticulous, scrupulous, punctilious","lax, perfunctory, haphazard"
fatuous,adjective,c2,/ˈfætʃuəs/,/ˈfætʃuəs/,"Foolish, silly, esp. in a smug or complacent manner",His fatuous comments during the serious debate only served to highlight his ignorance.,"Ngu xuẩn, Ngu ngốc, Đần độn","inane, vacuous, asinine","sagacious, astute, judicious"
fawn,verb,c2,/fɔːn/,/fɔːn/,Show affection or try to please in the manner of a dog; try to win favor through flattery and submissive behavior,"The junior assistant would often fawn over the executive, agreeing with every word she said.","nịnh bợ, khúm núm, tâng bốc","ingratiate, grovel, truckle","spurn, defy, disdain"
fecund,adjective,c2,/ˈfekənd/,/ˈfekənd/,"Fruitful, fertile; capable of abundantly producing offspring, vegetation, or creative or intellectual work","The rich, volcanic soil of the island proved to be incredibly fecund, supporting lush vegetation.","màu mỡ, sung mãn, phong phú","prolific, bountiful, productive","barren, sterile, unproductive"
felicitous,adjective,c2,/fɪˈlɪsɪtəs/,/fəˈlɪsɪtəs/,"Admirably appropriate, very well-suited for the occasion; pleasant, fortunate, marked by happiness",Her felicitous choice of words perfectly captured the joyous mood of the wedding celebration.,"Khéo léo, May mắn, Tốt lành","apposite, auspicious, propitious","inapposite, inauspicious, unpropitious"
fervid,adjective,c2,/ˈfɜːvɪd/,/ˈfɝːvɪd/,Very hot; heated in passion or enthusiasm,"The politician delivered a fervid speech, igniting passion and enthusiasm among his supporters.","nồng nhiệt, mãnh liệt, sôi nổi","ardent, zealous, vehement","apathetic, indifferent, phlegmatic"
fetid,adjective,c2,/ˈfiːtɪd/,/ˈfɛtɪd/,Stinking; having an offensive smell,The fetid odor of stale garbage filled the alley after several days of neglect.,"Hôi thối, Thối rữa, Hôi","putrid, malodorous, rancid","fragrant, aromatic, perfumed"
fledgling,adjective,c2,/ˈflɛdʒlɪŋ/,/ˈflɛdʒlɪŋ/,"A young bird that has just recently gotten its feathers, an inexperienced person (noun); new or inexperienced (adj)",The fledgling company struggled to compete with established giants in the tech industry.,"Chim chuyền, non nớt, mới chập chững","novice, neophyte, tyro","veteran, doyen, pundit"
florid,adjective,c2,/ˈflɒrɪd/,/ˈflɔːrɪd/,"Reddish or rosy; flowery, showy, or excessively fancy","His florid prose, full of elaborate metaphors, was often difficult to follow.","hồng hào, hoa mỹ, rườm rà","ornate, bombastic, grandiose","austere, unadorned, pithy"
flout,verb,c2,/flaʊt/,/flaʊt/,"Treat with disdain, contempt, or scorn (usually of rules)","Many drivers flout traffic laws, especially speed limits, when they believe there are no police present.","coi thường, bất chấp, phớt lờ","contravene, defy, transgress","uphold, adhere to, conform to"
fluke,noun,c2,/fluːk/,/fluːk/,"Stroke of luck, something accidentally successful",Scoring the winning goal in the last second was a complete fluke; I just kicked the ball and it went in.,"Ăn may, Cú ăn may, May mắn ngẫu nhiên","serendipity, fortuity, windfall","inevitability, predetermination, adversity"
forage,verb,c2,/ˈfɒrɪdʒ/,/ˈfɔːrɪdʒ/,"Wander in search of; rummage, hunt, make a raid",The campers had to forage for firewood before nightfall.,"Kiếm ăn, Lục lọi, Săn bắt","scavenge, rummage, scour","stockpile, repose, allocate"
ford,verb,c2,/fɔːd/,/fɔːrd/,Place where a river or similar body of water is shallow enough to walk or ride a vehicle across (noun); to cross at such a place (verb),They decided to ford the shallow stream rather than search for a bridge.,"Lội qua, Bến cạn, Chỗ cạn","wade, traverse, shallows","impassable, gorge, chasm"
forestall,verb,c2,/fɔːˈstɔːl/,/fɔːrˈstɔːl/,"Delay, hinder, prevent by taking action beforehand","To forestall any complaints, the teacher explained the new grading policy in detail.","Chặn trước, Ngăn chặn, Phòng ngừa","preclude, obviate, avert","facilitate, expedite, promote"
fortuitous,adjective,c2,/fɔːˈtjuːɪtəs/,/fɔːrˈtuːɪtəs/,Happening by chance; lucky,It was a fortuitous encounter that led to their unexpected collaboration.,"May mắn, Vận may, Tình cờ","serendipitous, propitious, providential","deliberate, premeditated, inauspicious"
fracas,noun,c2,/ˈfrɑːkɑː/,/ˈfreɪkəs/,Noisy disturbance or fight; brawl,A fracas broke out in the street after the football match.,"Ầu đả, Đánh lộn, Hỗn chiến","melee, altercation, donnybrook","tranquility, concord, serenity"
fractious,adjective,c2,/ˈfrækʃəs/,/ˈfrækʃəs/,"Unruly, troublemaking; irritable",The fractious child made every family outing a challenge with his constant complaints and arguments.,"Khó bảo, Hay cáu gắt, Ngang ngạnh","recalcitrant, pugnacious, cantankerous","amenable, complaisant, equable"
frenetic,adjective,c2,/frəˈnɛtɪk/,/frəˈnɛtɪk/,"Wildly excited, frantic, distracted","The stock market had a frenetic day, with prices fluctuating wildly every few minutes.","Cuồng nhiệt, hối hả, kích động","manic, frenzied, turbulent","serene, composed, tranquil"
furtive,adjective,c2,/ˈfɜːtɪv/,/ˈfɜːrtɪv/,"Done secretly; stealthy, sly, shifty","He cast a furtive glance at his watch, hoping no one would notice his impatience during the long meeting.","Lén lút, lấm lét, trộm lén","clandestine, surreptitious, covert","overt, manifest, patent"
gambol,verb,c2,/ˈɡæmbəl/,/ˈɡæmbəl/,Frolic; skip or leap playfully,"The playful puppies loved to gambol in the park, chasing each other and tumbling over their own paws.","Nô đùa, tung tăng, nhảy nhót","cavort, frisk, capriole","languish, trudge, mope"
garner,verb,c2,/ˈɡɑːnə/,/ˈɡɑːrnər/,"Gather and store; amass, collect",The charity worked hard to garner support from the local community for its new project.,"thu thập, tích lũy, đạt được","amass, accumulate, procure","disperse, squander, dissipate"
gestation,noun,c2,/dʒɛˈsteɪʃən/,/dʒɛˈsteɪʃən/,Pregnancy; the period from conception until birth of an animal or (metaphorically) of an idea or plan,"The gestation period of a human baby is about nine months, but the gestation of a new business idea can take years.","thai kỳ, thời kỳ thai nghén, thời gian ấp ủ","incubation, development, maturation","termination, abortion, cessation"
glacial,adjective,c2,/ˈɡleɪʃəl/,/ˈɡleɪʃəl/,"Pertaining to glaciers; cold, icy, slow, unsympathetic",The committee's decision-making process was so glacial that many proposed changes became irrelevant.,"Băng giá, Chậm chạp, Lạnh lùng","frigid, lethargic, aloof","cordial, expeditious, empathetic"
glower,verb,c2,/ˈɡlaʊə/,/ˈɡlaʊər/,"Stare in an angry, sullen way",He tended to glower at anyone who interrupted his intense concentration during the chess game.,"Lườm, Trừng mắt, Nhìn cau có","scowl, glare, lower","beam, gaze, regard"
goad,verb,c2,/ɡəʊd/,/ɡoʊd/,"Urge on (as cattle) with a pointed or electrically charged stick; spur on, stimulate, encourage","Despite the constant teasing, she refused to be goaded into an argument with her colleagues.","thúc, kích động, xúi giục","incite, provoke, impel","deter, dissuade, pacify"
gouge,verb,c2,/ɡaʊdʒ/,/ɡaʊdʒ/,"Scooping or digging tool, like a chisel, or a hole made with such a tool (noun); cut or scoop out; force out a person's eye with one's thumb; swindle, extort money from (verb)",The sharp rock managed to gouge a deep scratch into the car's paintwork.,"Khoét, Cái đục, Chặt chém","extort, excavate, defraud","restore, compensate, ameliorate"
graft,noun,c2,/ɡrɑːft/,/ɡræft/,"Insert part of a plant into another plant, where it continues to grow; join living tissue (such as skin) to part of the body where it will continue to live and grow; attach as if by grafting (verb); the part so grafted (as in a graft of skin); the act of acquiring money or other benefits through illegal means, esp. by abusing one's power (noun)",The investigation uncovered a widespread system of graft and bribery within the city council.,"ghép, mảnh ghép, tham nhũng","bribery, extortion, malfeasance","integrity, probity, rectitude"
grandiloquent,adjective,c2,/ɡrænˈdɪləkwənt/,/ɡrænˈdɪləkwənt/,"Relating to lofty speech, esp. to the point of being pompous, overblown, bombastic","His grandiloquent speech, full of pompous words, failed to impress the audience.","Hoa mỹ, Khoa trương, Đao to búa lớn","bombastic, pompous, turgid","concise, succinct, unadorned"
grandstand,verb,c2,/ˈɡrænstænd/,/ˈɡrænstænd/,Perform showily in an attempt to impress onlookers,The attorney was accused of trying to grandstand for the media rather than focusing on legal arguments.,"Làm màu, khoe mẽ, chơi trội","showboat, flaunt, posture","understate, downplay, conceal"
grating,adjective,c2,/ˈɡreɪtɪŋ/,/ˈɡreɪtɪŋ/,Irritating; harsh or discordant (of a noise); scraping,"The constant, grating sound of the chalk on the blackboard made everyone cringe.","chói tai, khó chịu, rít","discordant, jarring, abrasive","harmonious, mellifluous, euphonious"
