word,type,cefr,phon_br,phon_n_am,definition,example,vietnamese,synonyms,antonyms
ministry,noun,c1,/ˈmɪnɪstri/,/ˈmɪnɪstri/,a government department that has a particular area of responsibility,The Ministry of Defence has issued the following statement.,"Bộ, Cơ quan cấp bộ, Cơ quan quản lý nhà nước","bureau, secretariat, commission","anarchy, disorder, citizenry"
minute,adjective,c1,/maɪˈnjuːt/,/maɪˈnuːt/,extremely small,minute amounts of chemicals in the water,"Li ti, Tí hon, Nhỏ xíu","minuscule, infinitesimal, diminutive","colossal, gargantuan, mammoth"
miracle,noun,c1,/ˈmɪrəkl/,/ˈmɪrəkl/,an act or event that does not follow the laws of nature and is believed to be caused by God,the miracle of rising from the grave,"Phép lạ, Kỳ tích, Điều kỳ diệu","wonder, marvel, phenomenon","commonplace, normality, predictability"
misery,noun,c1,/ˈmɪzəri/,/ˈmɪzəri/,great physical or mental pain,Fame brought her nothing but misery.,"Đau khổ, Khổ cực, Khổ đau","suffering, anguish, distress","contentment, bliss, felicity"
misleading,adjective,c1,/ˌmɪsˈliːdɪŋ/,/ˌmɪsˈliːdɪŋ/,giving the wrong idea or impression and making you believe something that is not true,misleading information/advertisements,"Gây hiểu lầm, Đánh lừa, Sai sự thật","deceptive, fallacious, specious","veracious, candid, unambiguous"
missile,noun,c1,/ˈmɪsaɪl/,/ˈmɪsl/,a weapon that is sent through the air and that explodes when it hits the thing that it is aimed at,nuclear missiles,"Tên lửa, Hỏa tiễn, Đạn đạo","projectile, ordnance, munition","shield, bulwark, barricade"
mob,noun,c1,/mɒb/,/mɑːb/,"a large crowd of people, especially one that may become violent or cause trouble",an angry/unruly mob,"Đám đông hỗn loạn, Đám đông bạo loạn, Đám đông gây rối","horde, throng, rabble","elite, committee, conclave"
mobility,noun,c1,/məʊˈbɪləti/,/məʊˈbɪləti/,"the ability to move easily from one place, social class or job to another",social/geographical/career mobility,"Tính di động, Linh hoạt, Khả năng dịch chuyển","flexibility, adaptability, fluidity","stagnation, rigidity, inertia"
mobilize,verb,c1,/ˈməʊbəlaɪz/,/ˈməʊbəlaɪz/,to work together in order to achieve a particular aim; to organize a group of people to do this,The unions mobilized thousands of workers in a protest against the cuts.,"Huy động, Tập hợp, Vận động","rally, galvanize, marshal","demobilize, disband, disperse"
moderate,adjective,c1,/ˈmɒdərət/,/ˈmɑːdərət/,"that is neither very good, large, hot, etc. nor very bad, small, cold, etc.",students of moderate ability,"Trung bình, Vừa phải, Tầm trung","temperate, middling, restrained","excessive, extreme, immoderate"
modification,noun,c1,/ˌmɒdɪfɪˈkeɪʃn/,/ˌmɑːdɪfɪˈkeɪʃn/,the act or process of changing something in order to improve it or make it more acceptable; a change that is made,Considerable modification of the existing system is needed.,"Sửa đổi, Điều chỉnh, Cải tiến","alteration, adjustment, refinement","preservation, maintenance, continuity"
momentum,noun,c1,/məˈmentəm/,/məʊˈmentəm/,the ability to keep increasing or developing,The fight for his release gathers momentum each day.,"Đà, Khí thế, Động lực","impetus, traction, progression","stagnation, inertia, regression"
monk,noun,c1,/mʌŋk/,/mʌŋk/,a member of a religious group of men who often live apart from other people in a monastery and who do not marry or have personal possessions,Benedictine/Buddhist monks,"Sư thầy, Nhà sư, Tăng sĩ","friar, hermit, ascetic","hedonist, sybarite, worldling"
monopoly,noun,c1,/məˈnɒpəli/,/məˈnɑːpəli/,the complete control of trade in particular goods or the supply of a particular service; a type of goods or a service that is controlled in this way,In the past central government had a monopoly on television broadcasting.,"Độc quyền, Sự độc quyền, Độc tôn","dominance, hegemony, supremacy","rivalry, decentralization, fragmentation"
morality,noun,c1,/məˈræləti/,/məˈræləti/,principles relating to right and wrong or good and bad behaviour,matters of public/private morality,"Đạo đức, Luân lý, Đạo lý","ethics, probity, rectitude","depravity, iniquity, turpitude"
motive,noun,c1,/ˈməʊtɪv/,/ˈməʊtɪv/,a reason for doing something,There seemed to be no motive for the murder.,"Lý do, Động cơ, Mục đích","impetus, rationale, incentive","repercussion, spontaneity, aimlessness"
motorist,noun,c1,/ˈməʊtərɪst/,/ˈməʊtərɪst/,a person driving a car,The accident was reported by a passing motorist.,"Người lái xe ô tô,Tài xế,Người lái xe","automobilist, operator, chauffeur","pedestrian, occupant, wayfarer"
municipal,adjective,c1,/mjuːˈnɪsɪpl/,/mjuːˈnɪsɪpl/,"connected with or belonging to a town, city or district that has its own local government",municipal elections/councils,"đô thị, địa phương, thành phố","civic, urban, metropolitan","rural, provincial, federal"
mutual,adjective,c1,/ˈmjuːtʃuəl/,/ˈmjuːtʃuəl/,"used to describe feelings that two or more people have for each other equally, or actions that affect two or more people equally",mutual respect/understanding,"lẫn nhau, chung, tương hỗ","reciprocal, concerted, collaborative","unilateral, asymmetrical, solitary"
namely,adverb,c1,/ˈneɪmli/,/ˈneɪmli/,used to introduce more exact and detailed information about something that you have just mentioned,"We need to concentrate on our target audience, namely women aged between 20 and 30.","Cụ thể là, Đó là, Tức là","specifically, to wit, viz.","broadly, generally, vaguely"
nationwide,adjective,c1,/ˌneɪʃnˈwaɪd/,/ˌneɪʃnˈwaɪd/,happening or existing in all parts of a particular country,a nationwide campaign,"Toàn quốc, Khắp cả nước, Trên toàn quốc","countrywide, pervasive, ubiquitous","confined, circumscribed, parochial"
naval,adjective,c1,/ˈneɪvl/,/ˈneɪvl/,connected with the navy of a country,a naval base/officer/battle,"Hải quân, Thuộc hải quân, Quân sự biển","maritime, nautical, marine","terrestrial, aerial, ground-based"
neglect,noun,c1,/nɪˈɡlekt/,/nɪˈɡlekt/,the fact of not giving enough care or attention to something/somebody; the state of not receiving enough care or attention,The buildings are crumbling from years of neglect.,"Sao nhãng, Bỏ bê, Lơ là","dereliction, laxity, disregard","diligence, vigilance, solicitude"
neglect,verb,c1,/nɪˈɡlekt/,/nɪˈɡlekt/,to fail to take care of somebody/something,She denies neglecting her baby.,"bỏ bê, sao nhãng, lơ là","disregard, overlook, shirk","cherish, nurture, safeguard"
neighbouring,adjective,c1,/ˈneɪbərɪŋ/,/ˈneɪbərɪŋ/,located or living near or next to a place or person,a neighbouring house,"gần kề, lân cận, kế bên","adjacent, contiguous, bordering","remote, isolated, detached"
nest,noun,c1,/nest/,/nest/,a hollow place or structure that a bird makes or chooses for laying its eggs in and sheltering its young,sparrows building a nest of twigs and dry grass,"Tổ, Tổ chim, Ổ","eyrie, lair, roost","exposure, vulnerability, displacement"
net,adjective,c1,/net/,/net/,a net amount of money is the amount that remains when nothing more is to be taken away,a net profit of £500,"ròng, thuần, tịnh","residual, ultimate, final","gross, aggregate, total"
newsletter,noun,c1,/ˈnjuːzletə(r)/,/ˈnuːzletər/,a report containing news of the activities of a club or organization that is sent regularly to all its members,Our sailing club produces a monthly newsletter.,"Bản tin, Ấn phẩm nội bộ, Thông cáo","bulletin, communique, periodical","secrecy, concealment, suppression"
niche,noun,c1,/niːʃ/,/niːʃ/,"a comfortable or suitable role, job, way of life, etc.",He eventually found his niche in sports journalism.,"Vị trí thích hợp, Ngách, Lĩnh vực riêng","vocation, specialty, bailiwick","alienation, displacement, marginalization"
noble,adjective,c1,/ˈnəʊbl/,/ˈnəʊbl/,"having or showing fine personal qualities that people admire, such as courage, honesty and care for others",a noble leader,"cao thượng, hào hiệp, thanh cao","magnanimous, exemplary, virtuous","base, pusillanimous, contemptible"
nod,verb,c1,/nɒd/,/nɑːd/,"if you nod, nod your head or your head nods, you move your head up and down to show agreement, understanding, etc.",I asked him if he would help me and he nodded.,"Gật đầu, Khẽ gật đầu, Gật gù","assent, concur, acknowledge","dissent, contradict, repudiate"
nominate,verb,c1,/ˈnɒmɪneɪt/,/ˈnɑːmɪneɪt/,"to formally suggest that somebody/something should be chosen for an important role, prize, position, etc.","nominate somebody/something (for something), She has been nominated for the presidency.","Đề cử, Đề xuất, Giới thiệu","propose, designate, endorse","disqualify, veto, repudiate"
nomination,noun,c1,/ˌnɒmɪˈneɪʃn/,/ˌnɑːmɪˈneɪʃn/,"the act of suggesting or choosing somebody as a candidate in an election, or for a job or an award; the fact of being suggested for this",Membership of the club is by nomination only.,"đề cử, đề xuất, tiến cử","selection, recommendation, designation","rejection, exclusion, disqualification"
nominee,noun,c1,/ˌnɒmɪˈniː/,/ˌnɑːmɪˈniː/,"a person who has been formally suggested for a job, a prize, etc.",He was chosen as the party's presidential nominee.,"Người được đề cử, Ứng cử viên, Người được tiến cử","candidate, contender, aspirant","outsider, reject, disqualified"
non-profit,adjective,c1,/ˌnɒn ˈprɒfɪt/,/ˌnɑːn ˈprɑːfɪt/,without the aim of making a profit,an independent non-profit organization,"Phi lợi nhuận, Không vì lợi nhuận, Không lợi nhuận","Charitable, Philanthropic, Altruistic","Capitalist, Lucrative, Mercenary"
nonetheless,adverb,c1,/ˌnʌnðəˈles/,/ˌnʌnðəˈles/,despite this fact,"The book is too long but, nonetheless, informative and entertaining.","Tuy nhiên, Mặc dù vậy, Dù vậy","nevertheless, notwithstanding, even so","consequently, therefore, accordingly"
nonsense,noun,c1,/ˈnɒnsns/,/ˈnɑːnsens/,"ideas, statements or beliefs that you think are silly or not true",Reports that he has resigned are nonsense.,"Vớ vẩn, Nhảm nhí, Tào lao","absurdity, folly, balderdash","veracity, sagacity, coherence"
noon,noun,c1,/nuːn/,/nuːn/,12 o’clock in the middle of the day,We should be there by noon.,"Chính ngọ, Trưa, 12 giờ trưa","midday, noontide, meridian","midnight, dawn, dusk"
notable,adjective,c1,/ˈnəʊtəbl/,/ˈnəʊtəbl/,deserving to be noticed or to receive attention; important,a notable success/achievement/example,"Đáng chú ý, Quan trọng, Nổi bật","prominent, remarkable, salient","inconsequential, unremarkable, negligible"
notably,adverb,c1,/ˈnəʊtəbli/,/ˈnəʊtəbli/,used for giving a good or the most important example of something,"The house had many drawbacks, most notably its price.","đặc biệt là, đáng chú ý là, cụ thể là","particularly, significantly, markedly","inconspicuously, negligibly, unremarkably"
notify,verb,c1,/ˈnəʊtɪfaɪ/,/ˈnəʊtɪfaɪ/,to formally or officially tell somebody about something,"notify somebody, Competition winners will be notified by post.","Thông báo, Thông tri, Báo cáo","inform, apprise, acquaint","conceal, withhold, suppress"
notorious,adjective,c1,/nəʊˈtɔːriəs/,/nəʊˈtɔːriəs/,well known for being bad,a notorious criminal,"Khét tiếng, Tai tiếng, Nổi tiếng xấu","infamous, disreputable, scandalous","reputable, illustrious, esteemed"
novel,adjective,c1,/ˈnɒvl/,/ˈnɑːvl/,"different from anything known before; new, interesting and often seeming slightly strange",a novel feature,"Mới lạ, Độc đáo, Khác lạ","unprecedented, innovative, unconventional","conventional, mundane, hackneyed"
objection,noun,c1,/əbˈdʒekʃn/,/əbˈdʒekʃn/,a reason why you do not like or are opposed to something; a statement about this,"I'd like to come too, if you have no objection.","Phản đối, Sự phản đối, Lời phản đối","dissent, reservations, demurral","assent, acquiescence, concurrence"
oblige,verb,c1,/əˈblaɪdʒ/,/əˈblaɪdʒ/,"to force somebody to do something, by law, because it is a duty, etc.",Parents are obliged by law to send their children to school.,"buộc, bắt buộc, ràng buộc","compel, mandate, constrain","exempt, absolve, discharge"
obsess,verb,c1,/əbˈses/,/əbˈses/,"to completely fill your mind so that you cannot think of anything else, in a way that is not reasonable or normal","be obsessed by somebody/something, He's obsessed by computers.","Ám ảnh, Nghiện, Cuồng","preoccupy, engross, consume","disregard, dismiss, detach"
obsession,noun,c1,/əbˈseʃn/,/əbˈseʃn/,the state in which a person’s mind is completely filled with thoughts of one particular thing or person in a way that is not reasonable or normal,Her fear of flying is bordering on obsession.,"Ám ảnh, Mê muội, Nghiện","preoccupation, fixation, infatuation","indifference, detachment, equanimity"
occasional,adjective,c1,/əˈkeɪʒənl/,/əˈkeɪʒənl/,happening or done sometimes but not often,He works for us on an occasional basis.,"Thỉnh thoảng, Đôi khi, Không thường xuyên","infrequent, sporadic, intermittent","frequent, constant, perpetual"
occurrence,noun,c1,/əˈkʌrəns/,/əˈkɜːrəns/,something that happens or exists,a common/everyday/frequent/regular occurrence,"Sự kiện, Sự việc, Hiện tượng","phenomenon, eventuality, manifestation","cessation, non-existence, discontinuation"
